n/a;code;type;class;specific;#set;tier;drop1;drop2;eol;hidden;rarity;#sortC;#sortG;#tvfr;#tvto;#bv1fr;#bv1to;#bv2fr;#bv2to;#bv3fr;#bv3to;#tvsum;#tvdiff;#check;a1;val;#steps;#calc;a2;val;#steps;#calc;a3;val;#steps;#calc;a4;val;#steps;#calc;a5;val;#steps;#calc;a6;val;#steps;#calc;a7;val;#steps;#calc;a8;val;#steps;#calc;a9;val;#steps;#calc;a10;val;#steps;#calc;a11;val;#steps;#calc;eol;base_subtypes;#dif;#est;#est;#dps;#dmgr;mind;maxd;#avgd;at;#at%;are;tgt;rng;#rng%;vlc;kbk;pnc;bnc;cnt;ang;pts;eol;invart;invvariant;envart;envvariant;picksfx;dropsfx;eol
;BigSwing;weap;waxe;Barbarian;none;1;;;0;FALSE;rare;rweawaxBar13r;r1weawaxBar3r;41;61;39;58;0;0;0;0;70;0;0;;;;;d%;40;40;16%;;;;;;;;;aare%;30;30;33%;;;;;;;;;;;;;;;;;;;;;;;;;0;Waxe_Basic_02;5.38;600;599;111.5;0.82;73;105;89;0.8;1.17;1.95;4.6;;1;;;;;;;1;0;Items/ItemsInv/Waxe_Basic_01_Spr;default;Items/ItemsEnv/Waxe_Basic_01_Spr;default;Item_Weapon_Axe_Pick;Item_Weapon_Axe_Drop;0
;TheChoppa;weap;waxe;Barbarian;none;1;;;0;FALSE;epic;rweawaxBar14e;r1weawaxBar4e;69;93;48;64;0;0;0;0;99;-3;0;;;;;d%;64;64;25.6%;;;;;;;;;auoh9;35;7;28%;;;;;;;;;;;;;;;;;;;;;;;;;0;Waxe_Basic_02;3.42;600;599;175.4;0.82;82;118;100;0.57;1.17;1.22;2.92;;1;;;;;;;1;0;Items/ItemsInv/Waxe_Viking_01_Spr;default;Items/ItemsEnv/Waxe_Basic_01_Spr;default;Item_Weapon_Axe_Pick;Item_Weapon_Axe_Drop;0
;Axe;weap;waxe;Barbarian;none;1;;;0;FALSE;myth;rweawaxBar15m;r1weawaxBar5m;143;143;75;75;0;0;0;0;150;0;0;;;;;d%;50;50;20%;;;;;;;;;a;100;100;100;;;;;;;;;;;;;;;;;;;;;;;;;0;Waxe_Basic_02;3.42;600;599;175.4;0.82;82;118;100;0.57;1.17;1.22;2.92;;1;;;;;;;1;0;Items/ItemsInv/Waxe_Steel_01_Spr;default;Items/ItemsEnv/Waxe_Basic_01_Spr;default;Item_Weapon_Axe_Pick;Item_Weapon_Axe_Drop;0
;Godrage;weap;waxe;Barbarian;none;1;;;0;FALSE;myth;rweawaxBar15m;r1weawaxBar5m;143;143;75;75;0;0;0;0;150;0;0;Godrage;100;1;;d%;50;50;20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Waxe_Basic_02;3.42;600;599;175.4;0.82;82;118;100;0.57;1.17;1.22;2.92;;1;;;;;;;1;0;Items/ItemsInv/Waxe_Halberd_03_Spr;default;Items/ItemsEnv/Waxe_Basic_01_Spr;default;Item_Weapon_Axe_Pick;Item_Weapon_Axe_Drop;0
;Jackrabbit;weap;wkni;Assassin;none;1;;;0;FALSE;epic;rweawknAss14e;r1weawknAss4e;69;93;48;64;0;0;0;0;107;5;0;Jackrabbit;32;1;;d%;50;50;20%;;;;;;;;;as%;25;25;10%;;;;;;;;;;;;;;;;;;;;;;;;;0;Wkni_Basic_01;5.24;600;685;114.5;0.75;43;72;57.5;0.5;1.21;0.81;1.97;;1;;;;;;;2;0;Items/ItemsInv/Wkni_EliteArabian_03_Spr;default;Items/ItemsEnv/Wkni_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
;TwoSnakesKnife;weap;wkni;Assassin;none;1;;;0;FALSE;myth;rweawknAss15m;r1weawknAss5m;143;143;75;75;0;0;0;0;200;50;;;;;;;;;;;;;;;;;;cd%;200;200;120%;;;;;;;;;;;;;;;;;;;;;;;;;0;Wkni_Basic_01;2.5;600;681;240;0.75;63;105;84;0.35;1.32;0.33;0.86;;1;;;;;;;2;0;Items/ItemsInv/Wkni_Snakes_01_Spr;default;Items/ItemsEnv/Wkni_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
;TheWizardOfOoze;weap;wsta;Sorceress;none;1;;;0;FALSE;rare;rweawstSor13r;r1weawstSor3r;41;61;39;58;0;0;0;0;70;0;0;;;;;d%;40;40;16%;;;;;;;;;dcld%;30;1;10%;;;;;;;;;;;;;;;;;;;;;;;;;0;Wsta_Wizard_01;3.54;600;598;169.5;0.84;85;118;101.5;0.6;1.16;0.052;1.63;4;1.87;5.8;0;0;0;1;12.5;1;0;Items/ItemsInv/Wsta_Eldritch_01_Spr;default;Items/ItemsEnv/Wsta_Basic_01_Spr;default;Item_Wood_Pick;Item_Wood_Drop;0
;MerlinsStaff;weap;wsta;Sorceress;none;1;;;0;FALSE;epic;rweawstSor14e;r1weawstSor4e;69;93;48;64;0;0;0;0;110;8;0;;;;;d%;50;50;20%;;;;;;;;;cr%;60;60;30%;;;;;;;;;;;;;;;;;;;;;;;;;0;Wsta_Wizard_01;3.54;600;598;169.5;0.84;85;118;101.5;0.6;1.16;0.052;1.63;4;1.87;5.8;0;0;0;1;12.5;1;0;Items/ItemsInv/Wsta_Wizard_03_Spr;default;Items/ItemsEnv/Wsta_Basic_01_Spr;default;Item_Wood_Pick;Item_Wood_Drop;0
;666;weap;wsta;Sorceress;none;1;;;0;FALSE;epic;rweawstSor14e;r1weawstSor4e;69;93;48;64;0;0;0;0;105;3;0;;;;;d%;100;100;40%;;;;;;;;;sp3;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;0;Wsta_Wizard_01;3.54;600;598;169.5;0.84;85;118;101.5;0.6;1.16;0.052;1.63;4;1.87;5.8;0;0;0;1;12.5;1;0;Items/ItemsInv/Wsta_Tree_02_Spr;default;Items/ItemsEnv/Wsta_Basic_01_Spr;default;Item_Wood_Pick;Item_Wood_Drop;0
;Multihead;weap;wsta;Sorceress;none;1;;;0;FALSE;myth;rweawstSor15m;r1weawstSor5m;143;143;75;75;0;0;0;0;150;0;0;;;;;;;;;;;;;;;;;ccnt;150;5;;;;;;;;;;;;;;;;;;;;;;;;;;0;Wsta_Wizard_01;6.77;300;169;44.3;1;27;27;27;0.6;1.16;0.052;1.63;5.2;1.99;6.4;;;;3;12.5;1;0;Items/ItemsInv/Wsta_Wizard_01_Spr;default;Items/ItemsEnv/Wsta_Basic_01_Spr;default;Item_Wood_Pick;Item_Wood_Drop;0
;Inscription;weap;wsta;Sorceress;none;1;;;0;FALSE;myth;rweawstSor15m;r1weawstSor5m;143;143;75;75;0;0;0;0;150;0;0;;;;;d%;75;75;30%;;;;;;;;;are%;75;75;52.5%;;;;;;;;;;;;;;;;;;;;;;;;;0;Wsta_Wizard_01;3.54;600;598;169.5;0.84;85;118;101.5;0.6;1.16;0.052;1.63;4;1.87;5.8;0;0;0;1;12.5;1;0;Items/ItemsInv/Wsta_Tree_03_Spr;default;Items/ItemsEnv/Wsta_Basic_01_Spr;default;Item_Wood_Pick;Item_Wood_Drop;0
;GnollSword;weap;wswo;Knight;none;1;;;0;FALSE;rare;rweawswKni13r;r1weawswKni3r;41;61;39;58;0;0;0;0;75;5;0;;;;;d%;75;75;30%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Wswo_Basic_02;3.86;600;602;155.4;0.75;61;101;81;0.52;1.2;1.35;3.22;;1;;;;;;;1;0;Items/ItemsInv/Wswo_Basic_01_Spr;default;Items/ItemsEnv/Wswo_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
;Equilibrium;weap;wswo;Knight;none;1;;;0;FALSE;epic;rweawswKni14e;r1weawswKni4e;69;93;48;64;0;0;0;0;110;8;0;Equilibrium;20;1;;d%;40;40;16%;;;;;;;;;cr%;50;50;25%;;;;;;;;;;;;;;;;;;;;;;;;;0;Wswo_Basic_02;3.86;600;602;155.4;0.75;61;101;81;0.52;1.2;1.35;3.22;;1;;;;;;;1;0;Items/ItemsInv/Wswo_EliteArabian_04_Spr;default;Items/ItemsEnv/Wswo_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
;CastleVanity;weap;wswo;Knight;none;1;;;0;FALSE;myth;rweawswKni15m;r1weawswKni5m;143;143;75;75;0;0;0;0;150;0;0;;;;;d%;50;50;20%;;;;;;;;;h;100;100;100;;;;;;;;;;;;;;;;;;;;;;;;;0;Wswo_Basic_02;3.86;600;602;155.4;0.75;61;101;81;0.52;1.2;1.35;3.22;;1;;;;;;;1;0;Items/ItemsInv/Wswo_Basic_02_Spr;default;Items/ItemsEnv/Wswo_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
;Shepherd;weap;wswo;Knight;none;1;;;0;FALSE;myth;rweawswKni15m;r1weawswKni5m;143;143;75;75;0;0;0;0;140;-10;0;Shepherd;40;1;;d%;50;50;20%;;;;;;;;;hr;50;5;0.5;;;;;;;;;;;;;;;;;;;;;;;;;0;Wswo_Basic_02;3.86;600;602;155.4;0.75;61;101;81;0.52;1.2;1.35;3.22;;1;;;;;;;1;0;Items/ItemsInv/Wswo_Basic_05_Spr;default;Items/ItemsEnv/Wswo_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
;Bro;amul;none;;none;2;;;0;FALSE;comm;ramunon22c;r2amunon2c;25;35;0;0;0;0;7;14;40;0;0;Bro;40;1;2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Amul_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/Bro_Spr;default;Items/ItemsEnv/Amul_01_Spr;default;Item_Amulet_Pick;Item_Amulet_Drop;0
;PaintedAmulet;amul;none;;none;2;;;0;FALSE;rare;ramunon23r;r2amunon3r;44;58;0;0;0;0;21;42;72;5;0;;;;;;;;;;;;;msm%;42;42;4%;lck%;30;30;12%;;;;;;;;;;;;;;;;;;;;;;;;;0;Amul_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/PaintedAmulet_Spr;default;Items/ItemsEnv/Amul_01_Spr;default;Item_Amulet_Pick;Item_Amulet_Drop;0
;Amuletus;amul;none;;none;2;;;0;FALSE;rare;ramunon23r;r2amunon3r;44;58;0;0;0;0;21;42;77;10;0;Amuletus;35;5;5;;;;;;;;;msm%;42;42;4%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Amul_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/Amuletus_Spr;default;Items/ItemsEnv/Amul_01_Spr;default;Item_Amulet_Pick;Item_Amulet_Drop;0
;SacredBlood;amul;none;;none;2;;;0;FALSE;epic;ramunon24e;r2amunon4e;67;82;0;0;0;0;34;56;75;-15;0;;;;;;;;;;;;;msm%;35;35;3.4%;hr%;40;20;32%;;;;;;;;;;;;;;;;;;;;;;;;;0;Amul_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/SacredBlood_Spr;default;Items/ItemsEnv/Amul_01_Spr;default;Item_Amulet_Pick;Item_Amulet_Drop;0
;TheSucker;amul;none;;none;2;;;0;FALSE;myth;ramunon25m;r2amunon5m;98;98;0;0;0;0;56;70;95;-8;0;;;;;;;;;;;;;msm%;70;70;6.7%;u%;75;75;52.5%;xp%-;50;50;-12%;;;;;;;;;;;;;;;;;;;;;0;Amul_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/TheSucker_Spr;default;Items/ItemsEnv/Amul_01_Spr;default;Item_Amulet_Pick;Item_Amulet_Drop;0
;DemonSoul;amul;none;;none;2;;;0;FALSE;myth;ramunon25m;r2amunon5m;98;98;0;0;0;0;56;70;120;17;;;;;;;;;;;;;;msm%;40;40;3.8%;d%;80;80;32%;;;;;;;;;;;;;;;;;;;;;;;;;0;Amul_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/DemonSoul_Spr;default;Items/ItemsEnv/Amul_01_Spr;default;Item_Amulet_Pick;Item_Amulet_Drop;0
;Qareen;amul;none;;none;2;;;0;FALSE;myth;ramunon25m;r2amunon5m;98;98;0;0;0;0;56;70;117;14;0;Qareen;72;6;18%;;;;;;;;;msm%;45;45;4.3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Amul_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/Qareen_Spr;default;Items/ItemsEnv/Amul_01_Spr;default;Item_Amulet_Pick;Item_Amulet_Drop;0
;BigFoot;feet;heavy;;none;2;;;0;FALSE;myth;rfeehea25m;r2feehea5m;126;126;14;14;0;0;48;60;130;-2;0;;;;;a;20;20;20;;;;;ms;40;40;32;h%;70;35;28%;;;;;;;;;;;;;;;;;;;;;;;;;0;Feet_Plate_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/BigFoot_Spr;default;Items/ItemsEnv/Feet_Heavy_01_Spr;default;Item_Greaves_Pick;Item_Greaves_Drop;0
;BouncingBoots;feet;light;;none;2;;;0;FALSE;myth;rfeelig25m;r2feelig5m;126;126;14;14;0;0;48;60;133;1;0;;;;;a;3;3;3;;;;;;;;;dchg;56;1;1;abnc;74;2;2;;;;;;;;;;;;;;;;;;;;;0;Feet_Cloth_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Feet_Cloth_04_Spr;default;Items/ItemsEnv/Feet_Light_01_Spr;default;Item_Boots_Pick;Item_Boots_Drop;0
;WalkenBoots;feet;medium;;none;2;;;0;FALSE;myth;rfeemed25m;r2feemed5m;126;126;14;14;0;0;48;60;118;-14;0;WalkenBoots;120;2;8%;a;8;8;8;;;;;;;;;hr;40;4;0.4;ms-;50;50;-40;;;;;;;;;;;;;;;;;;;;;0;Feet_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Feet_Leather_02_Spr;default;Items/ItemsEnv/Feet_Medium_01_Spr;default;Item_Boots_Pick;Item_Boots_Drop;0
;SandAls;feet;none;;none;2;;;0;FALSE;rare;rfeenon23r;r2feenon3r;57;75;8;10;0;0;18;36;104;18;;SandAls;8;1;;;;;;;;;;ms;20;20;16;dcld%;76;2;20%;;;;;;;;;;;;;;;;;;;;;;;;;0;Feet_Cloth_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Feet_Sandals_01_Spr;default;Items/ItemsEnv/Feet_Light_01_Spr;default;Item_Boots_Pick;Item_Boots_Drop;0
;StylishEvaders;feet;none;;none;2;;;0;FALSE;epic;rfeenon24e;r2feenon4e;86;106;10;12;0;0;29;48;126;9;0;StylishEvaders;20;1;13;;;;;;;;;ms;30;30;24;dcld%;76;2;20%;;;;;;;;;;;;;;;;;;;;;;;;;0;Feet_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Feet_Cloth_02_Spr;default;Items/ItemsEnv/Feet_Light_01_Spr;default;Item_Boots_Pick;Item_Boots_Drop;0
;DogPaws;hand;heavy;;none;2;;;0;FALSE;rare;rhanhea23r;r2hanhea3r;57;75;5;7;25;33;0;0;87;1;0;DogPaws;50;50;100%;a;7;7;7;pul;30;30;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Hand_Gauntlets_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/DogPaws_Spr;default;Items/ItemsEnv/Hand_Heavy_01_Spr;default;Item_Gloves_Pick;Item_Gloves_Drop;0
;TheGauntlet;hand;heavy;;none;2;;;0;FALSE;myth;rhanhea25m;r2hanhea5m;126;126;10;10;34;34;0;0;134;2;0;;;;;a;10;10;10;pul;34;34;2720;;;;;msm%;40;40;3.8%;d%;50;50;20%;;;;;;;;;;;;;;;;;;;;;0;Hand_Gauntlets_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/TheGauntlet_Spr;default;Items/ItemsEnv/Hand_Heavy_01_Spr;default;Item_Gauntlets_Pick;Item_Gauntlets_Drop;0
;CatPaws;hand;light;;none;2;;;0;FALSE;rare;rhanlig23r;r2hanlig3r;57;75;5;7;25;33;0;0;85;-1;0;CatPaws;50;50;100%;;;;;pul;35;35;2800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Hand_Cloth_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/CatPaws_Spr;default;Items/ItemsEnv/Hand_Light_01_Spr;default;Item_Gloves_Pick;Item_Gloves_Drop;0
;Stealy;hand;medium;;none;2;;;0;FALSE;rare;rhanmed23r;r2hanmed3r;57;75;5;7;25;33;0;0;84;-2;0;;;;;a;4;4;4;pul;80;80;6400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Hand_Mail_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Hand_Leather_02_Spr;default;Items/ItemsEnv/Hand_Medium_01_Spr;default;Item_Gloves_Pick;Item_Gloves_Drop;0
;MediumHands;hand;medium;;none;2;;;0;FALSE;myth;rhanmed25m;r2hanmed5m;126;126;10;10;34;34;0;0;165;33;;;;;;a;6;6;6;pul;34;34;2720;;;;;cd%;125;125;75%;;;;;;;;;;;;;;;;;;;;;;;;;0;Hand_Mail_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Hand_Cloth_02_Spr;default;Items/ItemsEnv/Hand_Medium_01_Spr;default;Item_Gloves_Pick;Item_Gloves_Drop;0
;TheGeminator;hand;none;;none;2;;;0;FALSE;myth;rhannon25m;r2hannon5m;126;126;10;10;34;34;0;0;136;4;0;TheGeminator;80;2;1.2;a;22;22;;pul;34;34;2720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Hand_Cloth_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/TheGeminator_Spr;default;Items/ItemsEnv/Hand_Heavy_01_Spr;default;Item_Gloves_Pick;Item_Gloves_Drop;0
;SandGhouls;hand;none;;none;2;;;0;FALSE;myth;rhannon25m;r2hannon5m;126;126;10;10;34;34;0;0;140;8;0;;;;;a;6;6;6;pul;34;34;2720;;;;;ls;70;10;10%;ad%;30;30;18%;;;;;;;;;;;;;;;;;;;;;0;Hand_Cloth_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Hand_Leather_01_Spr;default;Items/ItemsEnv/Hand_Heavy_01_Spr;default;Item_Gloves_Pick;Item_Gloves_Drop;0
;ColorfulGloves;hand;none;;none;2;;;0;FALSE;myth;rhannon25m;r2hannon5m;126;126;10;10;34;34;0;0;146;14;0;;;;;a;3;3;3;pul;50;50;4000;;;;;sud%;25;25;15%;ssum3;30;2;;ssum5;22;2;;ssum6;16;2;;;;;;;;;;;;;;0;Hand_Cloth_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Hand_ClothElite_02_Spr;default;Items/ItemsEnv/Hand_Heavy_01_Spr;default;Item_Gloves_Pick;Item_Gloves_Drop;0
;FallOfTheKing;head;heavy;;none;2;;;0;FALSE;epic;rheahea24e;r2heahea4e;115;141;18;22;0;0;0;0;175;20;;FallOfTheKing;120;40;120%;a;30;30;30;;;;;msm%;25;25;2.4%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Head_Armet_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_WarlordHelmElite_01_Spr;default;Items/ItemsEnv/Head_Heavy_01_Spr;default;Item_Bone_Pick;Item_Bone_Drop;0
;Bighead;head;heavy;;none;2;;;0;FALSE;myth;rheahea25m;r2heahea5m;167;167;29;29;0;0;0;0;175;0;0;;;;;a;300;300;300;;;;;;;;;xp%-;125;125;-30%;;;;;;;;;;;;;;;;;;;;;;;;;0;Head_Armet_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/Bighead_Spr;default;Items/ItemsEnv/Head_Heavy_01_Spr;default;Item_Bone_Pick;Item_Bone_Drop;0
;TheQueenOfWorms;head;light;;none;2;;;0;FALSE;myth;rhealig25m;r2healig5m;167;167;29;29;0;0;0;0;196;21;0;;;;;a;16;16;16;;;;;;;;;hod;180;20;20%;;;;;;;;;;;;;;;;;;;;;;;;;0;Head_Circlet_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/TheQueenOfWorms_Spr;default;Items/ItemsEnv/Head_Hood_01_Spr;default;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop;0
;Gibberish;head;medium;;none;2;;;0;FALSE;epic;rheamed24e;r2heamed4e;115;141;18;22;0;0;0;0;187;32;;;;;;a;13;13;13;;;;;;;;;h;41;41;41;pxp;20;20;0.5;ad%;55;55;33%;u%;10;10;7%;v%;8;8;64%;pdr%;40;40;80%;;;;;0;Head_BronzeHelm_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/Gibberish_Spr;default;Items/ItemsEnv/Head_Hood_01_Spr;default;Item_Hood_Pick;Item_Hood_Drop;0
;TheZealot;head;medium;;none;2;;;0;FALSE;myth;rheamed25m;r2heamed5m;167;167;29;29;0;0;0;0;183;8;0;;;;;a;24;24;24;;;;;;;;;e;24;24;24;d%;50;50;20%;h%-;50;25;-20%;as%;75;75;30%;cr%;60;60;30%;;;;;;;;;0;Head_BronzeHelm_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/TheZealot_Spr;default;Items/ItemsEnv/Head_Hood_01_Spr;default;Item_Hood_Pick;Item_Hood_Drop;0
;EyepatchDisguise;head;none;;none;2;;;0;FALSE;rare;rheanon23r;r2heanon3r;76;100;14;19;0;0;0;0;104;-11;0;;;;;;;;;;;;;;;;;sp11;64;8;-160%;sp13;40;8;-160%;;;;;;;;;;;;;;;;;;;;;0;Head_Circlet_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/EyepatchDisguise_Spr;default;Items/ItemsEnv/Head_Hood_01_Spr;default;Item_Hood_Pick;Item_Hood_Drop;0
;SultanHat;head;none;;none;2;;;0;FALSE;epic;rheanon24e;r2heanon4e;115;141;18;22;0;0;0;0;158;3;0;;;;;a;13;13;13;;;;;mse%;20;20;4.5%;g%;125;125;375%;;;;;;;;;;;;;;;;;;;;;;;;;0;Head_Circlet_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/SultanHat_Spr;default;Items/ItemsEnv/Head_Hood_01_Spr;default;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop;0
;Pinky;jewl;none;;none;2;;;0;FALSE;rare;rjewnon23r;r2jewnon3r;44;58;0;0;0;0;21;42;70;3;0;;;;;;;;;;;;;mse%;42;42;9.4%;lck%;28;28;11.2%;;;;;;;;;;;;;;;;;;;;;;;;;0;Jewl_BasicRed_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_Basic_02_Spr;default;Items/ItemsEnv/Jewl_01_Spr;default;Item_Jewel_Pick;Item_Jewel_Drop;0
;FateStone;jewl;none;;none;2;;;0;FALSE;rare;rjewnon23r;r2jewnon3r;44;58;0;0;0;0;21;42;82;15;0;FateStone;40;40;40%;;;;;;;;;mse%;42;42;9.4%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Jewl_BasicRed_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicWhite_06_Spr;default;Items/ItemsEnv/Jewl_01_Spr;default;Item_Jewel_Pick;Item_Jewel_Drop;0
;Possibility;jewl;none;;none;2;;;0;FALSE;epic;rjewnon24e;r2jewnon4e;67;82;0;0;0;0;34;56;76;-14;0;Possibility;20;1;100;;;;;;;;;mse%;56;56;12.5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Jewl_BasicRed_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPurple_07_Spr;default;Items/ItemsEnv/Jewl_01_Spr;default;Item_Jewel_Pick;Item_Jewel_Drop;0
;CatTail;jewl;none;;none;2;;;0;FALSE;epic;rjewnon24e;r2jewnon4e;67;82;0;0;0;0;34;56;96;6;0;;;;;;;;;;;;;mse%;40;40;9%;rev;56;1;1;;;;;;;;;;;;;;;;;;;;;;;;;0;Jewl_BasicRed_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicRed_02_Spr;default;Items/ItemsEnv/Jewl_01_Spr;default;Item_Jewel_Pick;Item_Jewel_Drop;0
;ArabianNight;jewl;none;;none;2;;;0;FALSE;myth;rjewnon25m;r2jewnon5m;98;98;0;0;0;0;56;70;94;-9;0;ArabianNight;24;1;100%;;;;;;;;;mse%;70;70;15.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Jewl_BasicRed_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicOrange_03_Spr;default;Items/ItemsEnv/Jewl_01_Spr;default;Item_Jewel_Pick;Item_Jewel_Drop;0
;SoftTowel;reli;none;;none;2;;;0;FALSE;comm;rrelnon22c;r2relnon2c;35;50;0;0;0;0;5;11;48;-9;0;SoftTowel;48;8;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/SoftTowel_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;GenericPen;reli;none;;none;2;;;0;FALSE;comm;rrelnon22c;r2relnon2c;35;50;0;0;0;0;5;11;60;3;0;GenericPen;60;60;300%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/GenericPen_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;AncientHieroglyph;reli;none;;none;2;;;0;FALSE;comm;rrelnon22c;r2relnon2c;35;50;0;0;0;0;5;11;69;12;0;AncientHieroglyph1;27;3;300%;AncientHieroglyph2;12;3;;AncientHieroglyph3;30;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/AncientHieroglyph_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;Hookah;reli;none;;none;2;;;0;FALSE;comm;rrelnon22c;r2relnon2c;35;50;0;0;0;0;5;11;53;-4;0;Hookah;8;1;4;;;;;;;;;bski;45;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Amul_ChainGold_01_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;SalamanderBiscuit;reli;none;;none;2;;;0;FALSE;rare;rrelnon23r;r2relnon3r;64;84;0;0;0;0;16;32;84;-13;0;;;;;;;;;brer;16;2;2;bski;18;2;2;hr;50;5;0.5;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/SalamanderBiscuit_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
