n/a;code;#desc;#sort1;#t;#elite;#sec;isboss;team;#Hor;#Tan;#Ini;#Rng;#DPS;#Nuk;#Con;#Dis;#Sup;#Mob;#Acc;#tag1;#tag2;#tag3;#tag4;#family;persona;#minm;#mint2;#mint3;#mint4;#mint5;#200val;#;#rfr;#ms;#hits;#barrier;#dps;#dmg;#at;#are;#vlc;#aicd;#status;#pnc;#dur;tas;tam;mint1;rfr;val;#avgv;#maxv;#wcnt;#avggr;mingr;maxgr;max;#;smvm;shp;shpr;s%red;s%res;skbkres;sstares;schadod;shit;#;#mvmB;mvm;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;#;#ghits;#;#;#;#;#;#;#;#;#;#hpB;#hits;hp;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;#hprB;#hprs;#hpr%;hpr;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;%red;#%red;_gro;%res;#%res;_gro;kbkres;#kbkres;_gro;stares;#stares;_gro;chadod;#chadod;_gro;hit;#hit;_gro;#hit;#drops;#avgxp;#xphpm;xpdrop;#xpdrop;_gro;xpdr%;tpdrop;#avgg1;#avgg2;#avgg3;#avgg4;#avgg5;gmin;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;gmin;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;goldr%;#enekidrop;#percdrop;#avgh;pdrop%;#enekidrop;#percdrop;pickup1;probw;pickup2;probw;pickup3;probw;pickup4;probw;eol;idrop%;#enekidrop;#percdrop;iam1;iam2;iam3;iam4;iam5;#iam1;#iam2;#iam3;#iam4;#iam5;#iamavg;#ntru1;#mtru1;#ngro1;#mgro1;brok;#brok;_gro1;#ntru2;#mtru2;#ngro2;#mgro2;comm;#comm;_gro2;#ntru3;#mtru3;#ngro3;#mgro3;rare;#rare;_gro3;#ntru4;#mtru4;#ngro4;#mgro4;epic;#epic;_gro4;#ntru5;#mtru5;#ngro5;#mgro5;myth;#myth;_gro5;#ntru6;#mtru6;#ngro6;#mgro6;immo;#immo;_gro6;#wsum0;#wsum20;treasure1;val1;#%;treasure2;val2;#%;treasure3;val3;#%;treasure4;val4;#%;treasure5;val5;#%;treasure6;val6;#%;treasure7;val7;#%;treasure8;val8;#%;treasure9;val9;#%;#t;eol;entity;variant;ai;ais_1;ability_1;ais_2;ability_2;ais_3;ability_3;ais_4;ability_4;ais_5;ability_5;ais_6;ability_6;ais_7;ability_7;ais_8;ability_8;ais_9;ability_9;ais_10;ability_10;ais_11;ability_11;ais_12;ability_12;ais_13;ability_13;ais_14;ability_14;ais_15;ability_15;ais_16;ability_16;ais_17;ability_17;ais_18;ability_18;ais_19;ability_19;ais_20;ability_20;ais_21;ability_21;ais_22;ability_22;eol;passive_1;passive_2;passive_3;eol
;RavenMort;;01RavenMort;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pBird;#REF!;;;;;16 + 150s;;4;4.3;0.4;100%;4.8;8.4;1.76;0.24;0;0;doomed;0;0;FALSE;0;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;3.85185185185185;5.7;0;0.48;4.1;6;0;0.46;4.3;6.2;0;0.44;4.5;6.4;0;0.43;4.8;6.8;0;0.41;;0.44;0.99;0.37;1.4;0.31;1.6;0.59;4.1;0.8;7;;0.35;44;440;0;9;64;928;0;13.5;123;2337;0;18;440;10340;0;22.5;836;23408;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;never;0.06;0.04;1;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/Raven/Raven_Fab;default;ai_cast_near;cast;RavenMort_PointCast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Invulnerable;;;0
;ArcherMort;;01ArcherMort;0;0;;Minion;enemy;;;;Rng;DPS;;;;;;;Skeletal;Ranged;;;fSkel;pSkel;#REF!;;;;;12 + 150s;;5;2.1;0.3;100%;3.3;8.4;2.57;0.014;12.5;0;0;4;0;TRUE;1;1;5;0;0;0;10;3;2;4;12;;1;1;1;1;1;1;1;1;1;;;1.85185185185185;3.3;0;0.81;1.96;3.5;0;0.78;2.1;3.7;0;0.75;2.2;3.8;0;0.73;2.3;3.9;0;0.71;;0.33;0.74;0.28;1;0.23;1.2;0.45;3.1;0.6;5.3;;0.28;33;330;0;9;48;696;0;13.5;92;1748;0;18;330;7755;0;22.5;627;17556;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;never;0.06;0.04;1;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;5000;0.02%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/BlackArcher/BlackArcher_Fab;default;ai_missile;missile;ArcherMort_Missile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;SkeletonMort;;01SkeletonMort;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pSkel;#REF!;;;;;16 + 150s;;4;2.3;0.1;100%;5.6;8.4;1.5;0.7;0;0;0;0;0;TRUE;0.6;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;2.07407407407407;3.6;0;0.76;2.2;3.8;0;0.73;2.3;3.9;0;0.71;2.4;4.1;0;0.69;2.6;4.3;0;0.65;;0.11;0.25;0.09;0.34;0.08;0.41;0.15;1;0.2;1.8;;0.14;11;110;0;9;16;232;0;13.5;31;589;0;18;110;2585;0;22.5;209;5852;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;never;0.06;0.04;0.99;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/BlackSkeleton/BlackSkeleton_Fab;default;ai_melee;slash;SkeletonMort_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;FoxFire;;01FoxFire;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pFoxx;#REF!;;;;;16 + 150s;;4;2.5;0.4;100%;9.9;15;1.52;0.7;0;0;0;0;0;TRUE;0.6;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;2.22222222222222;3.8;0;0.72;2.4;4.1;0;0.69;2.5;4.2;0;0.67;2.6;4.3;0;0.65;2.8;4.5;0;0.62;;0.44;0.99;0.37;1.4;0.31;1.6;0.59;4.1;0.8;7;;0.35;44;440;0;9;64;928;0;13.5;123;2337;0;18;440;10340;0;22.5;836;23408;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;never;0.06;0.04;1;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/Fox/FoxFire/FoxFire_Fab;default;ai_melee;slash;FoxFire_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;FoxFireSor;;01FoxFireSor;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pFoxx;#REF!;;;;;16 + 150s;;4;2.5;0.4;100%;9.9;15;1.52;0.7;0;0;0;0;0;TRUE;0.6;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;2.22222222222222;3.8;0;0.72;2.4;4.1;0;0.69;2.5;4.2;0;0.67;2.6;4.3;0;0.65;2.8;4.5;0;0.62;;0.44;0.99;0.37;1.4;0.31;1.6;0.59;4.1;0.8;7;;0.35;44;440;0;9;64;928;0;13.5;123;2337;0;18;440;10340;0;22.5;836;23408;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;never;0.06;0.04;1;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/Fox/FoxFire/FoxFire_Fab;sorceress;ai_melee;slash;FoxFire_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;WolfWar1;;01WolfWar1;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pWolf;#REF!;;;;;16 + 150s;;4;2.7;2.7;100%;15.4;22;1.43;0.9;0;0;0;0;0;TRUE;0.6;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;2.37037037037037;4;0;0.69;2.5;4.2;0;0.67;2.7;4.4;0;0.63;2.8;4.5;0;0.62;2.9;4.6;0;0.6;;3;6.7;2.5;9.2;2.1;11;4;28;5.4;48;;2.66;297;2970;0;9;431;6250;0;13.5;832;15808;0;18;2970;69795;0;22.5;5643;158004;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.9;0.9;0;;;;0.8;0.8;0;;;;1;1;0;never;0.06;0.04;1.04;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/Wolf/Wolf_Fab;default;ai_melee;slash;WolfWar_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;WolfWar2;;01WolfWar2;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pWolf;#REF!;;;;;16 + 150s;;4;2.7;2.7;100%;15.4;22;1.43;0.9;0;0;0;0;0;TRUE;0.6;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;2.37037037037037;4;0;0.69;2.5;4.2;0;0.67;2.7;4.4;0;0.63;2.8;4.5;0;0.62;2.9;4.6;0;0.6;;3;6.7;2.5;9.2;2.1;11;4;28;5.4;48;;2.66;297;2970;0;9;431;6250;0;13.5;832;15808;0;18;2970;69795;0;22.5;5643;158004;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.9;0.9;0;;;;0.8;0.8;0;;;;1;1;0;never;0.06;0.04;1.04;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/Wolf/Wolf_Fab;default;ai_melee;slash;WolfWar_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;WolfFrost;;01WolfFrost;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pWolf;#REF!;;;;;16 + 150s;;4;2.7;0.6;100%;11.9;17;1.43;0.9;0;0;chilled;0;0;TRUE;0.6;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;2.37037037037037;4;0;0.69;2.5;4.2;0;0.67;2.7;4.4;0;0.63;2.8;4.5;0;0.62;2.9;4.6;0;0.6;;0.67;1.5;0.56;2;0.47;2.4;0.89;6.2;1.2;11;;0.56;66;660;0;9;96;1392;0;13.5;185;3515;0;18;660;15510;0;22.5;1254;35112;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;never;0.06;0.04;1;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/Wolf/WolfFrost/WolfFrost_Fab;default;ai_melee;slash;WolfFrost_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;CrystalDeer;;01CrystalDeer;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pWolf;#REF!;;;;;16 + 150s;;4;2.7;0.6;100%;10.1;17;1.69;0.9;0;0;chilled;0;0;TRUE;0.6;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;2.37037037037037;4;0;0.69;2.5;4.2;0;0.67;2.7;4.4;0;0.63;2.8;4.5;0;0.62;2.9;4.6;0;0.6;;0.67;1.5;0.56;2;0.47;2.4;0.89;6.2;1.2;11;;0.56;66;660;0;9;96;1392;0;13.5;185;3515;0;18;660;15510;0;22.5;1254;35112;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;1;0;never;0.06;0.04;1;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/CrystalDeer/CrystalDeer_Fab;default;ai_melee;slash;CrystalDeer_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;CrystalDeer_AuraFrost;CrystalDeer_AuraHeal;;0
;LightningCaracal;;01LightningCaracal;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pCat;#REF!;;;;;16 + 150s;;4;2.7;0.6;100%;11.3;17;1.5;0.9;0;0;0;0;0;TRUE;0.6;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;2.37037037037037;4;0;0.69;2.5;4.2;0;0.67;2.7;4.4;0;0.63;2.8;4.5;0;0.62;2.9;4.6;0;0.6;;0.67;1.5;0.56;2;0.47;2.4;0.89;6.2;1.2;11;;0.56;66;660;0;9;96;1392;0;13.5;185;3515;0;18;660;15510;0;22.5;1254;35112;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;0.33;0;;;;0.6;0.6;0;;;;1;1;0;never;0.06;0.04;1;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/LightningCaracal/LightningCaracal_Fab;default;ai_caracal;slash_1;LightningCaracal_Slash1;slash_2;LightningCaracal_Slash2;dash;LightningCaracal_DashSlash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;ThunderBird;;01ThunderBird;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pBird;#REF!;;;;;16 + 150s;;4;3.7;0.4;100%;4.8;8.4;1.74;0.24;0;0;0;0;0;FALSE;0;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;3.25925925925926;5.1;0;0.55;3.5;5.3;0;0.52;3.7;5.6;0;0.5;3.8;5.7;0;0.49;4;5.9;0;0.47;;0.44;0.99;0.37;1.4;0.31;1.6;0.59;4.1;0.8;7;;0.35;44;440;0;9;64;928;0;13.5;123;2337;0;18;440;10340;0;22.5;836;23408;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;never;0.06;0.04;1;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/ThunderBird/ThunderBird_Fab;default;ai_cast_near;cast;ThunderBird_PointCast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;SwordKrom;;01SwordKrom;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pSwor;#REF!;;;;;16 + 150s;;4;2.3;0.2;100%;4.3;6.8;1.58;0.8;0;0;ruptured;0;0;FALSE;0;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;2.07407407407407;3.6;0;0.76;2.2;3.8;0;0.73;2.3;3.9;0;0.71;2.4;4.1;0;0.69;2.6;4.3;0;0.65;;0.22;0.49;0.19;0.68;0.16;0.82;0.3;2.1;0.4;3.5;;0.21;22;220;0;9;32;464;0;13.5;62;1178;0;18;220;5170;0;22.5;418;11704;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;never;0.06;0.04;0.99;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/SwordKrom/SwordKrom_Fab;default;ai_melee;slash;SwordKrom_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Invulnerable;;;0
