n/a;code;type;class;specific;#desc;minrar;maxrar;ca1;ca1%;ca2;ca2%;ca3;ca3%;ca4;ca4%;eol;fa1;fa2;fa3;fa4;fa5;fa6;fa7;fa8;eol;#sum;bv1%;w1|1;a1|1;w1|2;a1|2;w1|3;a1|3;eol;bv2%;w2|1;a2|1;eol;bv3%;w3|1;a3|1;w3|2;a3|2;w3|3;a3|3;eol;da;#dif;#est;#est;#dps;#dmgr;mind;maxd;#avgd;at;#at%;are;tgt;rng;#rng%;vlc;kbk;pnc;bnc;cnt;ang;pts;eol;invart;envart;picksfx;dropsfx
;Jewl_BasicBlue_07;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicBlue_07_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicBlue_08;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicBlue_08_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicPurple_01;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPurple_01_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicPurple_02;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPurple_02_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicPurple_03;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPurple_03_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicPurple_04;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPurple_04_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicPurple_05;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPurple_05_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicPurple_06;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPurple_06_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicPurple_07;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPurple_07_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicPurple_08;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPurple_08_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicPink_01;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPink_01_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicPink_02;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPink_02_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicPink_03;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPink_03_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicPink_04;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPink_04_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicPink_05;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPink_05_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicPink_06;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPink_06_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicPink_07;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPink_07_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicPink_08;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPink_08_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicWhite_01;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicWhite_01_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicWhite_02;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicWhite_02_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicWhite_03;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicWhite_03_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicWhite_04;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicWhite_04_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicWhite_05;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicWhite_05_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicWhite_06;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicWhite_06_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicWhite_07;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicWhite_07_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicWhite_08;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicWhite_08_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicBlack_01;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicBlack_01_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicBlack_02;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicBlack_02_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicBlack_03;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicBlack_03_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicBlack_04;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicBlack_04_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicBlack_05;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicBlack_05_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicBlack_06;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicBlack_06_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicBlack_07;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicBlack_07_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicBlack_08;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicBlack_08_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Reli_Sphere_01;reli;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;bban;1;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Sphere_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Relic_02_Pick;Item_Relic_02_Drop
;Reli_Tusk_01;reli;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;bban;1;bski;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Tusk_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Relic_03_Pick;Item_Relic_03_Drop
;Reli_Coral_01;reli;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;bski;1;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Coral_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Relic_04_Pick;Item_Relic_04_Drop
;Reli_Coral_02;reli;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;bski;1;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Coral_02_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Relic_04_Pick;Item_Relic_04_Drop
;Reli_Coral_03;reli;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;bski;1;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Coral_03_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Relic_04_Pick;Item_Relic_04_Drop
;Reli_Coral_04;reli;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;bski;1;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Coral_04_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Relic_04_Pick;Item_Relic_04_Drop
;Reli_Dice_01;reli;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Dice_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Relic_02_Pick;Item_Relic_02_Drop
;Reli_Dice_02;reli;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Dice_02_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Relic_02_Pick;Item_Relic_02_Drop
;Reli_Feather_01;reli;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Feather_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Relic_04_Pick;Item_Relic_04_Drop
;Reli_Coin_01;reli;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Coin_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Circlet_Pick;Item_Circlet_Pick
;Reli_Coin_02;reli;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Coin_02_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Circlet_Pick;Item_Circlet_Drop
;Reli_PegTop_01;reli;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;bban;1;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_PegTop_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Armor_PlateSamurai_Pick;Item_Armor_PlateSamurai_Drop
;Reli_EgyptEye_01;reli;none;none;;myth;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;bban;1;bski;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_EgyptEye_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Circlet_Pick;Item_Circlet_Drop
;Reli_EgyptPyramid_01;reli;none;none;;myth;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;bban;1;bski;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_EgyptPyramid_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Circlet_Pick;Item_Circlet_Drop
;Reli_EgyptPyramid_02;reli;none;none;;myth;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;bban;1;bski;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_EgyptPyramid_02_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Circlet_Pick;Item_Circlet_Drop
;Reli_Spoon_01;reli;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;bban;1;bski;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Spoon_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_SmallMetal_Pick;Item_SmallMetal_Drop
;Reli_Apple_01;reli;none;none;;myth;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;bban;1;bski;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Apple_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Relic_04_Pick;Item_Relic_04_Drop
;Reli_Pawn_01;reli;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;bban;1;bski;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Pawn_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Armor_PlateSamurai_Pick;Item_Armor_PlateSamurai_Drop
;Reli_Goblet_01;reli;none;none;;myth;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;bban;1;bski;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Goblet_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Wood_Pick;Item_Wood_Drop
;Reli_Stone_01;reli;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;bban;1;bski;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Stone_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Stone_Pick;Item_Stone_Drop
;Reli_StoneRune_01;reli;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;bban;1;bski;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_StoneRune_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Stone_Pick;Item_Stone_Drop
;Reli_StoneRune_02;reli;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;bban;1;bski;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_StoneRune_02_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Stone_Pick;Item_Stone_Drop
;Reli_StoneRune_03;reli;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;bban;1;bski;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_StoneRune_03_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Stone_Pick;Item_Stone_Drop
;Reli_StoneLucky_01;reli;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;bban;1;bski;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_StoneLucky_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Stone_Pick;Item_Stone_Drop
;Reli_StoneLucky_02;reli;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;brer;1;bban;1;bski;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_StoneLucky_02_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Stone_Pick;Item_Stone_Drop
;Reli_Mirror_01;reli;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;bski;1;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Mirror_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Stone_Pick;Item_Stone_Drop
;Reli_Lamp_01;reli;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;bski;1;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Reli_Lamp_01_Spr;Items/ItemsEnv/Reli_01_Spr;Item_Stone_Pick;Item_Stone_Drop
;Ring_Basic_01;ring;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;msa%;0.1;msl%;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Basic_01_Spr;Items/ItemsEnv/Ring_01_Spr;Item_Ring_Pick;Item_Ring_Drop
;Ring_Basic_02;ring;none;none;;comm;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;msa%;0.1;msl%;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Basic_02_Spr;Items/ItemsEnv/Ring_01_Spr;Item_Ring_Pick;Item_Ring_Drop
;Ring_Basic_03;ring;none;none;;comm;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;msa%;0.1;msl%;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Basic_03_Spr;Items/ItemsEnv/Ring_01_Spr;Item_Ring_Pick;Item_Ring_Drop
;Ring_Basic_04;ring;none;none;;comm;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;msa%;0.1;msl%;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Basic_04_Spr;Items/ItemsEnv/Ring_01_Spr;Item_Ring_Pick;Item_Ring_Drop
;Ring_Basic_05;ring;none;none;;comm;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;msa%;0.1;msl%;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Basic_05_Spr;Items/ItemsEnv/Ring_01_Spr;Item_Ring_Pick;Item_Ring_Drop
;Ring_Basic_06;ring;none;none;;comm;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;msa%;0.1;msl%;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Basic_06_Spr;Items/ItemsEnv/Ring_01_Spr;Item_Ring_Pick;Item_Ring_Drop
;Ring_Basic_07;ring;none;none;;comm;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;msa%;0.1;msl%;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Basic_07_Spr;Items/ItemsEnv/Ring_01_Spr;Item_Ring_Pick;Item_Ring_Drop
;Ring_Basic_08;ring;none;none;;comm;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;msa%;0.1;msl%;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Basic_08_Spr;Items/ItemsEnv/Ring_01_Spr;Item_Ring_Pick;Item_Ring_Drop
;Ring_Elven_01;ring;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;msa%;0.1;msl%;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Elven_01_Spr;Items/ItemsEnv/Ring_01_Spr;Item_Ring_Pick;Item_Ring_Drop
;Ring_Elven_02;ring;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;msa%;0.1;msl%;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Elven_02_Spr;Items/ItemsEnv/Ring_01_Spr;Item_Ring_Pick;Item_Ring_Drop
;Ring_Elven_03;ring;none;none;;myth;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;msa%;0.1;msl%;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Elven_03_Spr;Items/ItemsEnv/Ring_01_Spr;Item_Ring_Pick;Item_Ring_Drop
;Ring_Elven_04;ring;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;msa%;0.1;msl%;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Elven_04_Spr;Items/ItemsEnv/Ring_01_Spr;Item_Ring_Pick;Item_Ring_Drop
;Ring_Demonic_01;ring;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;msa%;0.1;msl%;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Demonic_01_Spr;Items/ItemsEnv/Ring_01_Spr;Item_Ring_Pick;Item_Ring_Drop
;Ring_Hand_01;ring;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;msa%;0.1;msl%;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Hand_01_Spr;Items/ItemsEnv/Ring_01_Spr;Item_Ring_Pick;Item_Ring_Drop
;Ring_Steel_01;ring;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;msa%;0.1;msl%;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Steel_01_Spr;Items/ItemsEnv/Ring_01_Spr;Item_Ring_Pick;Item_Ring_Drop
;Tors_ClothRobe_01;tors;light;Sorceress;;brok;rare;;;;;;;;;0;a;;;;;;;;0;1.3;0.3;1;a;;;;;0;;;;0;1;1;rev;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Tors_ClothRobe_01_Spr;Items/ItemsEnv/Tors_Light_01_Spr;Item_Armor_Cloth_Pick;Item_Armor_Cloth_Drop
